Acctype,Accountnumber,Vin
I,A23824661,1846
I,A23824667,8274
I,A23824667,6461
I,A23824670,3675
I,A23824671,3799
I,A23824679,1127
I,A23824679,9804
I,A23824718,1937
I,A23824744,2614
I,A23824752,5621
I,A23824753,1590
I,A23824756,2763
I,A23824760,2294
I,A23824769,8791
I,A23824769,3322
I,A23824770,2170
I,A23824771,9295
I,A23824771,0217
I,A23824775,1632
I,A23824775,5886
I,A23824777,0581
I,A23824777,1864
I,A23824779,3120
I,A23824822,7892
I,A23824829,5393
I,A23824897,3993
I,A23824958,1902
I,A23825002,1867
I,A23825002,1324
I,A23825131,0935
I,A23825216,5165
I,A23825234,6271
I,A23825244,3362
I,A23825246,4850
I,A23825408,8420
I,A23825411,2444
I,A23825412,1143
I,A23825454,2841
I,A23825455,7537
I,A23825455,3307
I,A23825460,4572
I,A23825462,5834
I,A23825462,8567
I,A23825500,2220
I,A23825500,1177
I,A23825510,8193
I,A23825512,2973
I,A23825514,5924
I,A23825516,F091
I,A23825521,8926
I,A23825523,8353
I,A23825530,7706
I,A23825530,2218
I,A23825533,6951
I,A23825534,3866
I,A23825568,6987
I,A23825654,7193
I,A23825654,7998
I,A23825656,7799
I,A23825659,0136
I,A23825661,7151
I,A23825661,5512
I,A23825664,1800
I,A23825664,0100
I,A23825685,7919
I,A23825737,2460
I,A23825740,3064
I,A23825747,7175
I,A23825747,6325
I,A23825755,5129
I,A23825755,1408
I,A23825755,5733
I,A23825762,6474
I,A23825763,0754
I,A23825768,5333
I,A23825770,3315
I,A23825776,8572
I,A23825805,5493
I,A23825805,7730
I,A23825806,5092
I,A23825806,9693
I,A23825806,3743
I,A23825807,4406
I,A23825809,5739
I,A23825809,2556
I,A23825814,0439
I,A23825819,6304
I,A23825819,4113
I,A23825821,3136
I,A23825840,4909
I,A23825841,3318
I,A23825848,1280
I,A23825849,0677
I,A23825850,5859
I,A23825857,0213
I,A23825865,0427
I,A23825867,9096
I,A23825869,8554
I,A23825870,6962
I,A23825871,2670
I,A23825884,5287
I,A23825884,1210
I,A23825887,9015
I,A23825907,1032
I,A23825907,6637
I,A23825908,6654
I,A23825910,2421
I,A23825917,9508
I,A23825920,4424
I,A23825920,3142
I,A23825925,8549
I,A23825941,4063
I,A23825942,8516
I,A23825943,7473
I,A23825943,2678
I,A23825945,1928
I,A23825948,6268
I,A23825986,8647
I,A23825987,3456
I,A23826015,4503
I,A23826016,3146
I,A23826020,9663
I,A23826022,8505
I,A23826026,8524
I,A23826027,8221
I,A23826032,1324
I,A23826033,6843
I,A23826040,1892
I,A23826041,9358
I,A23826047,7709
I,A23826071,4010
I,A23826072,8059
I,A23826075,8517
I,A23826075,2292
I,A23826077,2156
I,A23826091,4862
I,A23826104,4021
I,A23826195,3962
I,A23826242,3773
I,A23826280,9759
I,A23826290,4028
I,A23826401,7174
I,A23826417,2653
I,A23826468,8145
I,A23826471,2720
I,A23826473,5669
I,A23826474,1800
I,A23826475,9047
I,A23826481,8440
I,A23826489,3340
I,A23826490,5924
I,A23826493,1314
I,A23826493,8901
I,A23826543,8051
I,A23826545,1071
I,A23826548,7492
I,A23826575,1380
I,A23826578,1779
I,A23826589,7433
I,A23826595,2120
I,A23826595,3912
I,A23826610,7637
I,A23826613,6515
I,A23826683,0330
I,A23826691,2131
I,A23826691,4616
I,A23826691,3753
I,A23826752,5389
I,A23826779,2599
I,A23826783,9807
I,A23826786,9863
I,A23826786,5381
I,A23826787,5419
I,A23826787,7621
I,A23826790,4179
I,A23826790,7032
I,A23826793,2833
I,A23826894,1992
I,A23826902,2810
I,A23826904,9471
I,A23826904,6544
I,A23826907,9701
I,A23826908,2181
I,A23826909,2440
I,A23826910,4176
I,A23826922,8377
I,A23827064,0489
I,A23827148,1887
I,A23827150,5262
I,A23827151,2763
I,A23827151,4875
I,A23827157,3730
I,A23827168,0418
I,A23827171,2574
I,A23827194,4894
I,A23827208,2483
I,A23827230,4230
I,A23827235,1204
I,A23827235,6584
I,A23827255,5786
I,A23827256,4210
I,A23827258,2452
I,A23827263,2532
I,A23827268,8015
I,A23827271,0388
I,A23827272,1373
I,A23827273,7845
I,A23827287,1788
I,A23827287,4954
I,A23827357,4296
I,A23827357,4217
I,A23827382,0362
I,A23827384,0247
I,A23827384,8362
I,A23827387,2276
I,A23827411,5108
I,A23827502,6039
I,A23827503,2698
I,A23827503,3098
I,A23827545,5483
I,A23827545,3590
I,A23827591,7880
I,A23827766,7835
I,A23827800,8358
I,A23827820,9998
I,A23827822,9915
I,A23827824,3747
I,A23827990,6796
I,A23827991,3873
I,A23827993,3736
I,A23827994,4552
I,A23827994,9421
I,A23828111,6537
I,A23828111,0015
I,A23828112,1985
I,A23828113,6235
I,A23828114,4307
I,A23828222,9550
I,A23828222,4469
I,A23828222,1142
I,A23828223,1871
I,A23828223,6110
I,A23828225,9126
I,A23828225,2123
I,A23828353,4183
I,A23828355,9829
I,A23828396,5384
I,A23828398,2568
I,A23828405,2819
I,A23828443,8107
I,A23828443,0144
I,A23828460,0474
I,A23828460,2483
I,A23828474,7425
I,A23828474,4552
I,A23828475,6611
I,A23828476,7233
I,A23828477,0848
I,A23828477,6544
I,A23828477,7370
I,A23828585,7036
I,A23828585,3498
I,A23828585,6207
I,A23828620,6138
I,A23828632,9212
I,A23828632,2779
I,A23828724,4008
I,A23828825,4792
I,A23828825,1017
I,A23828827,8024
I,A23828830,8013
I,A23828841,7496
I,A23828859,4556
I,A23828879,5686
I,A23828900,9351
I,A23828902,9317
I,A23828903,2101
I,A23828903,5019
I,A23828903,3630
I,A23828908,2032
I,A23828909,3339
I,A23828910,7804
I,A23828916,7423
I,A23828943,9763
I,A23828943,8478
I,A23828944,1520
I,A23828945,7092
I,A23828952,5499
I,A23828952,4355
I,A23828952,3481
I,A23828957,1636
I,A23828957,3850
I,A23828959,5676
I,A23828959,8392
I,A23828963,5206
I,A23829008,1744
I,A23829052,1939
I,A23829100,5985
I,A23829102,7862
I,A23829104,9976
I,A23829104,0935
I,A23829105,1394
I,A23829108,9364
I,A23829110,7598
I,A23829111,7219
I,A23829138,3174
I,A23829140,5702
I,A23829159,8773
I,A23829159,2308
I,A23829171,1777
I,A23829172,1116
I,A23829176,3285
I,A23829181,6523
I,A23829308,4801
I,A23829308,0092
I,A23829315,5628
I,A23829320,1309
I,A23829323,4334
I,A23829329,3678
I,A23829329,3678
I,A23829334,5152
I,A23829334,9818
I,A23829337,1329
I,A23829337,7787
I,A23829338,2416
I,A23829369,5479
I,A23829370,6536
I,A23829375,2244
I,A23829379,6421
I,A23829380,2467
I,A23829390,1382
I,A23829405,0179
I,A23829405,1008
I,A23829408,0589
I,A23829416,3650
I,A23829438,0107
I,A23829441,0862
I,A23829442,9958
I,A23829446,1722
I,A23829446,0979
I,A23829457,9129
I,A23829486,1867
I,A23829564,4950
I,A23829571,0263
I,A23829575,0201
I,A23829595,3117
I,A23829610,0609
I,A23829612,6444
I,A23829614,6172
I,A23829645,2942
I,A23829648,9804
I,A23829664,0924
I,A23829668,1912
I,A23829673,8743
I,A23829674,7758
I,A23829674,5290
I,A23829679,4569
I,A23829681,5019
I,A23829681,7197
I,A23829683,8021
I,A23829684,2785
I,A23829684,3133
I,A23829688,4268
I,A23829688,6803
I,A23829689,9151
I,A23829696,2468
I,A23829697,6160
I,A23829699,6083
I,A23829702,2591
I,A23829705,0959
I,A23829706,3719
I,A23829733,9195
I,A23829742,5518
I,A23829746,4971
I,A23829747,623A
I,A23829754,6519
I,A23829766,4168
I,A23829766,7916
I,A23829767,1315
I,A23829772,2324
I,A23829819,1216
I,A23829825,7585
I,A23829828,3674
I,A23829831,3529
I,A23829831,0430
I,A23829833,6807
I,A23829833,6093
I,A23829846,2288
I,A23829846,1041
I,A23829894,1975
I,A23829901,7115
I,A23829901,9331
I,A23829905,4426
I,A23829905,5923
I,A23829907,3358
I,A23829907,5865
I,A23829908,2964
I,A23829912,8051
I,A23829929,0998
I,A23829933,9778
I,A23829933,4499
I,A23829973,1711
I,A23829978,4166
I,A23829982,1302
I,A23829984,5965
I,A23829986,9694
I,A23829989,7795
I,A23829989,5394
I,A23830017,1929
I,A23830062,1713
I,A23830112,1086
I,A23830114,4911
I,A23830183,2807
I,A23830294,9476
I,A23830298,0433
I,A23830298,7491
I,A23830348,8739
I,A23830349,3492
I,A23830349,3492
I,A23830393,0917
I,A23830394,1941
I,A23830428,2509
I,A23830428,3267
I,A23830442,0296
I,A23830454,1787
I,A23830465,3379
I,A23830465,8820
I,A23830533,5149
I,A23830625,0150
I,A23830634,3043
I,A23830637,7566
I,A23830742,6632
I,A23830745,9407
I,A23830792,6239
I,A23830800,2671
I,A23830800,0754
I,A23830802,5532
I,A23830881,5410
I,A23830881,2467
I,A23830882,3888
I,A23830935,6987
I,A23830936,7345
I,A23830973,3564
I,A23830974,2961
I,A23831012,4392
I,A23831171,0307
I,A23831248,2456
I,A23831312,6626
I,A23831327,3123
I,A23831380,9508
I,A23831430,2179
I,A23831430,9226
I,A23831431,9360
I,A23831437,2179
I,A23831496,6717
I,A23831549,5561
I,A23831577,2872
I,A23831581,2783
I,A23831582,2217
I,A23831584,9593
I,A23831587,3885
I,A23831590,2717
I,A23831591,2835
I,A23831592,8807
I,A23831593,1602
I,A23831597,4403
I,A23831598,7633
I,A23831615,0020
I,A23831617,5648
I,A23831688,8875
I,A23831690,0895
I,A23831697,6663
I,A23831697,1947
I,A23831703,8949
I,A23831703,8128
I,A23831719,4062
I,A23831728,6666
I,A23831728,H596
I,A23831728,2337
I,A23831730,0845
I,A23831731,4109
I,A23831740,4934
I,A23831745,7570
I,A23831747,5964
I,A23831748,0496
I,A23831749,6710
I,A23831754,6873
I,A23831759,1761
I,A23831760,3092
I,A23831762,3811
I,A23831764,2265
I,A23831764,9706
I,A23831771,7788
I,A23831771,5918
I,A23831772,6068
I,A23831772,8041
I,A23831775,6713
I,A23831790,8891
I,A23831812,6260
I,A23831818,0813
I,A23831818,1355
I,A23831826,1138
I,A23831831,2454
I,A23831832,4181
I,A23831882,5502
I,A23831890,776O
I,A23831911,3250
I,A23831919,0333
I,A23831921,9153
I,A23831927,2308
I,A23831929,6481
I,A23831930,7334
I,A23831935,0303
I,A23831937,5175
I,A23831941,9562
I,A23831950,4168
I,A23831969,9269
I,A23831969,0806
I,A23832004,79TR
I,A23832004,1137
I,A23832044,7496
I,A23832045,5099
I,A23832046,1728
I,A23832047,2776
I,A23832052,5756
I,A23832052,6408
I,A23832061,5012
I,A23832102,0279
I,A23832105,8895
I,A23832119,9298
I,A23832120,9653
I,A23832121,0300
I,A23832124,2481
I,A23832130,0693
I,A23832142,0880
I,A23832147,6950
I,A23832150,8349
I,A23832154,0125
I,A23832156,0087
I,A23832163,8824
I,A23832165,6759
I,A23832166,1379
I,A23832166,7062
I,A23832174,4942
I,A23832183,4712
I,A23832196,7555
I,A23832199,1959
I,A23832200,0926
I,A23832200,1736
I,A23832205,2343
I,A23832211,0041
I,A23832258,0712
I,A23832258,6189
I,A23832258,1155
I,A23832260,0204
I,A23832262,0740
I,A23832331,8167
I,A23832332,6059
I,A23832332,4605
I,A23832336,0657
I,A23832337,1781
I,A23832368,4245
I,A23832368,5841
I,A23832369,6576
I,A23832374,4937
I,A23832376,4657
I,A23832379,7994
I,A23832379,4556
I,A23832381,1267
I,A23832392,0342
I,A23832393,6551
I,A23832418,3711
I,A23832420,5428
I,A23832435,8195
I,A23832472,7876
I,A23832479,5666
I,A23832482,1390
I,A23832484,7157
I,A23832522,8630
I,A23832522,2831
I,A23832526,7208
I,A23832530,8750
I,A23832531,0037
I,A23832533,4456
I,A23832541,6912
I,A23832546,3179
I,A23832555,8134
I,A23832563,2857
I,A23832564,4690
I,A23832565,0805
I,A23832565,6556
I,A23832567,3556
I,A23832568,8858
I,A23832570,7933
I,A23832599,3689
I,A23832605,3639
I,A23832618,7221
I,A23832623,2750
I,A23832624,7655
I,A23832630,2663
I,A23832633,1810
I,A23832684,0429
I,A23832687,9807
I,A23832687,6319
I,A23832690,3019
I,A23832690,1272
I,A23832698,4357
I,A23832713,1634
I,A23832713,5801
I,A23832718,6581
I,A23832748,0289
I,A23832748,8341
I,A23832799,9561
I,A23832802,8817
I,A23832818,5864
I,A23832822,8939
I,A23832887,6592
I,A23832899,2400
I,A23832903,2576
I,A23833005,3979
I,A23833007,0304
I,A23833007,9879
I,A23833009,1986
I,A23833237,3996
I,A23833246,7013
I,A23833246,6887
I,A23833249,2358
I,A23833249,7239
I,A23833311,8915
I,A23833313,3487
I,A23833313,9201
I,A23833314,5164
I,A23833574,1099
I,A23833609,8618
I,A23833613,2976
I,A23833657,9482
I,A23833737,7108
I,A23833737,1881
I,A23833739,1858
I,A23833740,3566
I,A23833741,6886
I,A23833741,0290
I,A23833743,4663
I,A23833747,6674
I,A23833747,1400
I,A23833748,2233
I,A23833750,3251
I,A23833750,8741
I,A23833752,5753
I,A23833752,5284
I,A23833969,0305
I,A23833971,9323
I,A23833974,5642
I,A23833976,1788
I,A23834020,0859
I,A23834020,9486
I,A23834024,9869
I,A23834027,0588
I,A23834027,1918
I,A23834031,7687
I,A23834032,0470
I,A23834032,5320
I,A23834036,6775
I,A23834036,0742
I,A23834037,6702
I,A23834038,4745
I,A23834041,0163
I,A23834043,9013
I,A23834049,8945
I,A23834054,5169
I,A23834060,0991
I,A23834089,5774
I,A23834092,5918
I,A23834093,2417
I,A23834094,5300
I,A23834095,8159
I,A23834095,8159
I,A23834098,2257
I,A23834098,5936
I,A23834106,1826
I,A23834106,2002
I,A23834107,1336
I,A23834107,1464
I,A23834107,58TP
I,A23834144,0342
I,A23834148,0257
I,A23834152,7202
I,A23834230,6068
I,A23834236,2028
I,A23834236,0913
I,A23834291,3729
I,A23834347,6892
I,A23834350,5993
I,A23834351,7841
I,A23834351,2447
I,A23834357,0425
I,A23834360,7796
I,A23834370,7784
I,A23834379,1504
I,A23834380,1557
I,A23834383,3274
I,A23834397,9851
I,A23834402,5229
I,A23834417,6260
I,A23834418,8329
I,A23834422,2545
I,A23834423,4986
I,A23834432,0624
I,A23834432,4068
I,A23834436,5276
I,A23834436,3581
I,A23834438,0104
I,A23834481,1141
I,A23834484,5044
I,A23834484,8276
I,A23834489,8173
I,A23834495,5016
I,A23834548,7509
I,A23834557,2625
I,A23834560,0783
I,A23834681,0265
I,A23834687,6226
I,A23834689,0461
I,A23834689,5309
I,A23834689,7215
I,A23834720,0626
I,A23834720,2563
I,A23834750,4147
I,A23834757,5874
I,A23834757,7520
I,A23834761,4658
I,A23834763,5868
I,A23834852,5496
I,A23834852,1595
I,A23834899,9671
I,A23834899,3740
I,A23834924,1056
I,A23834974,1682
I,A23834981,4874
I,A23834983,9842
I,A23834991,9729
I,A23834992,3857
I,A23834997,6204
I,A23834998,1428
I,A23834999,8885
I,A23834999,9628
I,A23835004,0208
I,A23835024,5239
I,A23835028,0017
I,A23835029,1970
I,A23835029,8715
I,A23835035,9592
I,A23835040,5496
I,A23835043,5877
I,A23835047,99TR
I,A23835084,5553
I,A23835084,4313
I,A23835125,1129
I,A23835138,5064
I,A23835139,3711
I,A23835139,9741
I,A23835140,2452
I,A23835148,9735
I,A23835154,0787
I,A23835193,8688
I,A23835194,7664
I,A23835232,6015
I,A23835244,9230
I,A23835252,5714
I,A23835256,0784
I,A23835256,2773
I,A23835293,0417
I,A23835367,5620
I,A23835419,9454
I,A23835422,0170
I,A23835423,5868
I,A23835434,2452
I,A23835434,3964
I,A23835470,6523
I,A23835470,5919
I,A23835502,5110
I,A23835503,0349
I,A23835504,9409
 I,A23835505,nan
I,A23835506,0036
I,A23835506,5925
I,A23835512,7173
I,A23835513,1325
I,A23835515,5248
I,A23835519,3366
I,A23835605,6816
I,A23835631,8779
I,A23835644,1847
I,A23835645,7033
I,A23835659,3781
I,A23835660,1594
I,A23835675,8698
I,A23835675,8378
I,A23835678,5693
I,A23835685,0593
I,A23835708,1781
I,A23835709,7384
I,A23835725,7120
I,A23835726,1585
I,A23835742,1877
I,A23835742,4810
I,A23835746,1804
I,A23835747,8168
I,A23835754,2212
I,A23835786,3056
I,A23835807,5090
I,A23835809,5766
I,A23835811,9866
I,A23835811,1004
I,A23835813,0818
I,A23835813,2196
I,A23835814,1672
I,A23835855,8907
I,A23835901,2812
I,A23835932,4598
I,A23835932,1915
I,A23835958,9735
I,A23836090,2794
I,A23836090,4665
I,A23836129,5488
I,A23836130,6234
I,A23836130,8054
I,A23836148,8768
I,A23836157,8504
I,A23836171,6055
I,A23836180,1377
I,A23836185,4310
I,A23836190,2489
I,A23836191,3106
I,A23836194,0607
I,A23836194,2410
I,A23836195,3021
I,A23836196,7029
I,A23836196,0639
I,A23836199,6434
I,A23836278,4190
I,A23836280,0403
I,A23836298,1113
I,A23836304,0018
I,A23836308,1604
I,A23836315,8566
I,A23836318,4924
I,A23836324,7687
I,A23836337,5754
I,A23836339,2906
I,A23836341,4930
I,A23836349,1800
I,A23836350,2903
I,A23836392,5797
I,A23836413,3429
I,A23836416,1565
I,A23836416,1203
I,A23836418,3877
I,A23836419,8584
I,A23836419,3342
I,A23836426,8227
I,A23836426,6244
I,A23836428,0354
I,A23836518,3586
I,A23836519,1484
I,A23836520,3379
I,A23836520,1696
I,A23836553,8107
I,A23836553,2794
I,A23836559,4071
I,A23836561,8501
I,A23836563,9561
I,A23836567,7582
I,A23836568,6064
I,A23836573,3687
I,A23836613,8169
I,A23836628,9138
I,A23836631,6729
I,A23836631,0037
I,A23836678,3395
I,A23836682,0324
I,A23836682,8593
I,A23836683,7703
I,A23836683,3369
I,A23836690,6569
I,A23836832,4404
I,A23836832,8232
I,A23836861,9634
I,A23836861,8318
I,A23836869,3035
I,A23836881,7656
I,A23836884,3935
I,A23836896,0527
I,A23836898,4729
I,A23836898,3200
I,A23836898,3200
I,A23836926,3629
I,A23836930,8876
I,A23836939,6371
I,A23837005,0739
I,A23837005,3865
I,A23837008,6458
I,A23837011,2671
I,A23837011,3296
I,A23837012,9568
I,A23837021,2300
I,A23837022,5636
I,A23837023,2024
I,A23837026,4444
I,A23837030,2878
I,A23837031,7508
I,A23837032,6755
I,A23837033,4579
I,A23837042,9481
I,A23837045,8856
I,A23837046,6670
I,A23837047,9346
I,A23837060,4372
I,A23837062,4172
I,A23837062,4100
I,A23837081,8004
I,A23837116,3637
I,A23837122,8459
I,A23837124,1177
I,A23837132,0662
I,A23837134,7744
I,A23837138,8015
I,A23837144,0873
I,A23837150,7919
I,A23837156,3854
I,A23837161,6852
I,A23837162,2040
I,A23837162,1769
I,A23837218,3003
I,A23837239,2395
I,A23837241,2061
I,A23837246,5209
I,A23837246,1680
I,A23837257,7956
I,A23837258,1044
I,A23837258,2584
I,A23837259,7606
I,A23837261,0273
I,A23837261,2707
I,A23837287,4874
I,A23837290,8597
I,A23837291,9580
I,A23837291,4970
I,A23837293,7276
I,A23837343,8853
I,A23837343,8853
I,A23837348,9705
I,A23837392,9832
I,A23837423,1705
I,A23837425,2889
I,A23837425,1113
I,A23837426,7803
I,A23837426,2914
I,A23837480,0464
I,A23837498,0672
I,A23837561,5258
I,A23837640,8524
I,A23837642,4940
I,A23837649,5528
I,A23837655,5515
I,A23837666,5810
I,A23837666,1384
I,A23837666,2230
I,A23837668,1029
I,A23837669,5922
I,A23837672,3940
I,A23837676,2061
I,A23837677,0853
I,A23837679,2174
I,A23837685,7766
I,A23837709,2637
I,A23837713,7071
I,A23837717,4500
I,A23837718,0859
I,A23837720,9929
I,A23837720,4105
I,A23837722,2408
I,A23837725,6139
I,A23837725,4176
I,A23837730,1530
I,A23837732,7332
I,A23837734,4464
I,A23837761,4525
I,A23837773,9799
I,A23837774,1531
I,A23837774,9385
I,A23837779,4099
I,A23837783,4883
I,A23837854,5207
I,A23837860,8338
I,A23837862,3641
I,A23837886,7625
I,A23837889,2609
I,A23837889,3411
I,A23838028,5077
I,A23838028,9086
I,A23838040,9165
I,A23838085,0848
I,A23838085,6544
I,A23838089,7240
I,A23838091,4787
I,A23838091,1483
I,A23838096,6576
I,A23838096,9959
I,A23838100,0279
I,A23838100,7486
I,A23838105,5483
I,A23838108,2088
I,A23838108,2169
I,A23838115,5440
I,A23838129,7823
I,A23838165,4626
I,A23838173,5919
I,A23838200,3682
I,A23838209,0513
I,A23838216,2672
I,A23838232,5503
I,A23838302,1884
I,A23838306,8545
I,A23838306,8545
I,A23838309,3358
I,A23838346,6832
I,A23838366,8150
I,A23838367,1908
I,A23838367,8835
I,A23838454,0541
I,A23838460,2637
I,A23838462,8246
I,A23838550,5096
I,A23838576,3855
I,A23838616,0041
I,A23838618,1523
I,A23838619,8720
I,A23838624,0194
I,A23838632,7656
I,A23838729,8022
I,A23838780,3157
I,A23838780,5481
I,A23838809,9256
I,A23838809,7525
I,A23838810,4640
I,A23838810,4701
I,A23838814,7964
I,A23838814,3913
I,A23838830,1851
I,A23838844,9083
I,A23838926,1730
I,A23838977,5916
I,A23839025,4366
I,A23839027,5116
I,A23839029,7597
I,A23839032,0041
I,A23839034,5597
I,A23839041,3156
I,A23839042,7222
I,A23839138,4558
I,A23839284,0347
I,A23839297,5847
I,A23839401,7174
I,A23839401,4111
I,A23839457,2218
I,A23839573,0074
I,A23839577,5872
I,A23839577,6664
I,A23839580,8293
I,A23839581,9826
I,A23839586,0554
I,A23839586,4277
I,A23839589,4441
I,A23839597,8265
I,A23839610,2265
I,A23839702,0865
I,A23839707,2305
I,A23839708,2557
I,A23839708,3531
I,A23839711,4062
I,A23839711,0117
I,A23839712,9066
I,A23839717,9075
I,A23839718,1628
I,A23839721,9223
I,A23839721,5360
I,A23839788,1658
I,A23839817,3693
I,A23839823,4992
I,A23839823,2979
I,A23839825,3281
I,A23839825,8267
I,A23839826,1359
I,A23839829,2190
I,A23839841,4926
I,A23839844,8035
I,A23839855,5299
I,A23839857,3267
I,A23839872,6394
I,A23839878,6089
I,A23839878,9969
I,A23839886,3992
I,A23839945,4029
I,A23839958,2045
I,A23839960,1951
I,A23839960,4469
I,A23839966,5651
I,A23839999,3232
I,A23839999,5761
I,A23840009,1564
I,A23840025,5910
I,A23840027,0819
I,A23840032,3356
I,A23840032,1333
I,A23840057,1182
I,A23840057,0039
I,A23840073,3818
I,A23840073,3700
I,A23840074,2509
I,A23840075,8967
I,A23840075,7207
I,A23840077,5112
I,A23840077,5230
I,A23840082,2639
I,A23840082,8895
I,A23840084,3887
I,A23840091,4908
I,A23840094,6580
I,A23840094,2265
I,A23840180,4993
I,A23840180,5046
I,A23840180,4776
I,A23840181,4919
I,A23840183,5303
I,A23840183,1437
I,A23840188,6816
I,A23840194,4166
I,A23840199,8363
I,A23840200,4938
I,A23840204,0985
I,A23840205,1090
I,A23840214,6461
I,A23840215,4052
I,A23840257,0488
I,A23840259,6963
I,A23840259,6370
I,A23840280,8255
I,A23840280,0212
I,A23840282,5052
I,A23840309,9799
I,A23840343,2994
I,A23840360,4306
I,A23840360,5181
I,A23840365,4047
I,A23840391,3675
I,A23840465,0202
I,A23840513,1920
I,A23840516,2125
I,A23840554,2821
I,A23840557,3078
I,A23840607,6611
I,A23840609,2483
I,A23840616,0586
I,A23840619,8045
I,A23840620,3592
I,A23840705,7273
I,A23840706,1687
I,A23840706,0889
I,A23840710,8326
I,A23840719,3725
I,A23840719,5928
I,A23840720,0906
I,A23840732,2631
I,A23840735,1540
I,A23840739,4221
I,A23840739,3191
I,A23840741,1209
I,A23840741,5287
I,A23840743,7775
I,A23840744,9944
I,A23840750,4663
I,A23840753,6689
I,A23840753,9991
I,A23841154,6396
I,A23841159,6557
I,A23841188,0567
I,A23841189,3649
I,A23841213,9318
I,A23841213,3376
I,A23841215,5363
I,A23841215,3969
I,A23841215,5669
I,A23841232,3927
I,A23841232,6978
I,A23841233,0350
I,A23841237,2184
I,A23841237,8241
I,A23841237,8241
I,A23841242,3275
I,A23841243,4421
I,A23841244,7780
I,A23841245,3556
I,A23841248,4411
I,A23841252,9442
I,A23841252,3735
I,A23841253,4646
I,A23841256,0115
I,A23841340,8080
I,A23841341,5757
I,A23841392,8033
I,A23841398,1808
I,A23841411,9926
I,A23841413,9315
I,A23841413,2620
I,A23841495,8194
I,A23841503,1277
I,A23841503,0591
I,A23841504,2653
I,A23841514,6232
I,A23841517,3493
I,A23841522,6680
I,A23841577,6532
I,A23841577,2472
I,A23841635,3513
I,A23841636,2763
I,A23841638,3383
I,A23841638,8544
I,A23841646,3262
I,A23841647,8005
I,A23841647,6981
I,A23841648,6810
I,A23841651,7828
I,A23841664,5802
I,A23841666,0366
I,A23841710,4735
I,A23841710,1413
I,A23841710,3061
I,A23841718,7052
I,A23841719,5839
I,A23841800,2187
I,A23841801,2620
I,A23841807,9785
I,A23841812,4087
I,A23841843,8974
I,A23841850,2661
I,A23841851,6968
I,A23841852,2370
I,A23841852,3274
I,A23841857,0753
I,A23841858,9441
I,A23841869,1674
I,A23841879,3028
I,A23841881,4064
I,A23841881,9922
I,A23841882,7444
I,A23841885,1336
I,A23841944,6099
I,A23841982,5955
I,A23842161,2872
I,A23842164,1463
I,A23842205,5231
I,A23842316,1119
I,A23842318,9756
I,A23842319,2320
I,A23842320,5502
I,A23842385,6185
I,A23842395,2684
I,A23842429,7971
I,A23842443,9745
I,A23842443,4310
I,A23842443,5462
I,A23842449,2652
I,A23842449,1615
I,A23842449,7777
I,A23842451,4905
I,A23842454,5189
I,A23842468,0168
I,A23842473,0626
I,A23842475,4122
I,A23842475,0417
I,A23842476,4878
I,A23842476,3864
I,A23842477,4765
I,A23842481,9995
I,A23842482,2200
I,A23842482,0885
I,A23842491,2897
I,A23842492,7147
I,A23842493,9703
I,A23842494,1252
I,A23842495,8450
I,A23842508,6223
I,A23842508,8914
I,A23842577,1218
I,A23842582,4225
I,A23842600,9753
I,A23842600,9124
I,A23842604,6489
I,A23842631,3174
I,A23842632,8451
I,A23842633,9753
I,A23842633,4204
I,A23842643,0526
I,A23842644,6602
I,A23842644,5083
I,A23842645,3359
I,A23842646,4467
I,A23842650,6846
I,A23842650,7619
I,A23842660,8204
I,A23842663,8479
I,A23842664,7743
I,A23842665,3894
I,A23842665,1060
I,A23842666,0500
I,A23842667,1982
I,A23842669,0996
I,A23842672,9005
I,A23842674,5950
I,A23842674,1978
I,A23842675,4081
I,A23842680,8440
I,A23842680,2929
I,A23842682,2423
I,A23842686,9960
I,A23842688,3767
I,A23842696,7086
I,A23842699,9098
I,A23842702,0063
I,A23842703,4351
I,A23842707,4036
I,A23842710,9041
I,A23842713,3641
I,A23842713,4594
I,A23842737,1966
I,A23842740,8856
I,A23842745,6471
I,A23842749,3012
I,A23842753,0185
I,A23842753,9124
I,A23842756,1997
I,A23842759,2094
I,A23842761,2557
I,A23842762,9375
I,A23842763,8936
I,A23842765,5403
I,A23842766,2299
I,A23842770,1297
I,A23842772,1218
I,A23842773,1488
I,A23842773,9865
I,A23842775,3731
I,A23842778,2462
I,A23842778,6504
I,A23842780,1163
I,A23842780,6478
I,A23842798,0951
I,A23842800,4114
I,A23842800,8038
I,A23842852,9984
I,A23842856,1441
I,A23842857,6718
I,A23842862,7879
I,A23842864,4011
I,A23842864,1170
I,A23842864,3822
I,A23842865,1912
I,A23843013,3316
I,A23843024,3703
I,A23843030,1634
I,A23843125,1608
I,A23843157,6163
I,A23843164,4628
I,A23843164,6943
I,A23843210,6336
I,A23843211,5243
I,A23843212,6097
I,A23843272,1716
I,A23843272,9520
I,A23843280,0899
I,A23843280,9969
I,A23843283,5919
I,A23843313,5350
I,A23843313,5270
I,A23843365,4195
I,A23843365,5686
I,A23843368,0268
I,A23843420,6256
I,A23843554,7663
I,A23843554,3699
I,A23843603,4851
I,A23843603,1736
I,A23843628,0776
I,A23843628,2036
I,A23843679,0340
I,A23843681,4099
I,A23843683,3757
